file_name,category,trip,companion,city,hikers,photos,post
../gpx/biking/2012-09-03_Loire-a-Velo-2.gpx,biking,Loire à Velo,Luiyo,,yami,,
../gpx/biking/2012-09-04_Loire-a-Velo-3.gpx,biking,Loire à Velo,Luiyo,,yami,,
../gpx/biking/2012-09-05_Loire-a-Velo-4.gpx,biking,Loire à Velo,Luiyo,,yami,,
../gpx/biking/2012-09-06_Loire-a-Velo-5.gpx,biking,Loire à Velo,Luiyo,,yami,,
../gpx/biking/2012-09-07_Loire-a-Velo-6.gpx,biking,Loire à Velo,Luiyo,,yami,,
../gpx/biking/2012-09-08_Loire-a-Velo-7.gpx,biking,Loire à Velo,Luiyo,,yami,,
../gpx/biking/2012-09-09_Loire-a-Velo-8.gpx,biking,Loire à Velo,Luiyo,,yami,,
../gpx/biking/2012-09-10_Loire-a-Velo-9.gpx,biking,Loire à Velo,Luiyo,,yami,,
../gpx/biking/2012-09-29_Anillo-Verde-Ciclista-Nocturno.gpx,biking,,Luiyo,,yami,,
../gpx/biking/2012-11-24_Hayedo-de-Tejera-Negra.gpx,biking,,Luiyo,,yami,,
../gpx/biking/2014-05-11_Via-Verde-Jara.gpx,biking,,,,,,
../gpx/biking/2015-09-27_Boadilla.gpx,biking,,,,,,
../gpx/biking/2015-10-04_Fiesta-de-la-bici.gpx,biking,,,,,,https://dendarii.es/2015/10/fiesta-de-la-bici-2015/
../gpx/biking/2016-03-25_Via-Verde-Negrin.gpx,biking,Vía Verde de Ojos Negros,,,,,https://dendarii.es/2016/03/semana-santa-2016-chinchon-via-verde-negrin-y-colmenar-de-oreja/
../gpx/biking/2016-05-17_Via_Verde_Ojos_Negros_1.gpx,biking,Vía Verde de Ojos Negros,Luiyo,,yami,,https://dendarii.es/2016/08/via-verde-de-ojos-negros/
../gpx/biking/2016-05-18_Via_Verde_Ojos_Negros_2.gpx,biking,Vía Verde de Ojos Negros,Luiyo,,yami,,
../gpx/biking/2016-05-19_Via_Verde_Ojos_Negros_3.gpx,biking,Vía Verde de Ojos Negros,Luiyo,,yami,,
../gpx/biking/2016-05-20_Via_Verde_Ojos_Negros_4.gpx,biking,Vía Verde de Ojos Negros,Luiyo,,yami,,
../gpx/usa2011/2011-08-31_Waterfalls-in-Smoky-Mountains.gpx,hiking,USA 2011,,,,,
../gpx/usa2014/2014-09-05_Muir-Woods.gpx,hiking,USA 2014,,,,,
../gpx/usa2014/2014-09-07_Sequoia-Bear-Hill-Big-Trees-Trail.gpx,hiking,USA 2014,,,,,
../gpx/usa2014/2014-09-07_Sequoia-General-Sherman-Congress-Trail.gpx,hiking,USA 2014,,,,,
../gpx/usa2014/2014-09-07_Sequoia-Tharps-Log-Crescent-Meadow.gpx,hiking,USA 2014,,,,,
../gpx/usa2014/2014-09-08_Yosemite-Lower-Yosemite-Fall.gpx,hiking,USA 2014,,,,,
../gpx/usa2014/2014-09-09_Mono-Lake-South-Tufa.gpx,hiking,USA 2014,,,,,
../gpx/usa2014/2014-09-09_Yosemite-Mist-Trail-John-Muir-Trail.gpx,hiking,USA 2014,,,,,
../gpx/usa2014/2014-09-12_Zion-Canyon-Overlook.gpx,hiking,USA 2014,,,,,
../gpx/usa2014/2014-09-12_Zion-Emerald-Pools-Trail.gpx,hiking,USA 2014,,,,,
../gpx/usa2014/2014-09-13_Grand-Canyon-South-Kaibab-Trail.gpx,hiking,USA 2014,,,,,
../gpx/usa2014/2014-09-14_Grand-Canyon-Helicoptero.gpx,flight,USA 2014,,,,,
../gpx/usa2014/usa-ruta.gpx,car,USA 2014,,,,,
../gpx/suiza2015/2015-08-30_Matterhorn.gpx,hiking,Suiza 2015,,,,,
../gpx/suiza2015/2015-08-31_Eggishorn-Aletsch.gpx,hiking,Suiza 2015,,,,,
../gpx/suiza2015/2015-09-02_Lauternbrunnen.gpx,hiking,Suiza 2015,,,,,
../gpx/suiza2015/2015-09-05_Ruta-9-SNP.gpx,hiking,Suiza 2015,,,,,
../gpx/suiza2015/2015-09-06_Ruta-12-SNP.gpx,hiking,Suiza 2015,,,,,
../gpx/suiza2015/2015-09-06_Ruta-17-SNP.gpx,hiking,Suiza 2015,,,,,
../gpx/suiza2015/suiza-ruta.gpx,car,Suiza 2015,,,,,
../gpx/eslovenia2016/2016-09-16_Lago_Bled.gpx,hiking,Eslovenia 2016,,,,,
../gpx/eslovenia2016/2016-09-16_Vintgar.gpx,hiking,Eslovenia 2016,,,,,
../gpx/eslovenia2016/2016-09-17_Bohinjski_Jezero.gpx,hiking,Eslovenia 2016,,,,,
../gpx/eslovenia2016/2016-09-17_Voje.gpx,hiking,Eslovenia 2016,,,,,
../gpx/eslovenia2016/2016-09-18_Logarska_Dolina.gpx,hiking,Eslovenia 2016,,,,,
../gpx/eslovenia2016/2016-09-19_Pokljuka.gpx,hiking,Eslovenia 2016,,,,,
../gpx/eslovenia2016/2016-09-20_Velika_Planina.gpx,hiking,Eslovenia 2016,,,,,
../gpx/eslovenia2016/2016-09-22_Slemenova.gpx,hiking,Eslovenia 2016,,,,,
../gpx/eslovenia2016/2016-09-23_Sija.gpx,hiking,Eslovenia 2016,,,,,
../gpx/eslovenia2016/2016-09-23_Vuelo-Parapente.gpx,flight,Eslovenia 2016,,,,,
../gpx/eslovenia2016/2016-09-24_Slap_Kozjak.gpx,hiking,Eslovenia 2016,,,,,
../gpx/eslovenia2016/2016-09-24_Tolmin_Korita.gpx,hiking,Eslovenia 2016,,,,,
../gpx/marruecos2017/2017-01-15_Imlil.gpx,hiking,Marruecos 2017,,,,,
../gpx/marruecos2017/2017-01-16_Paseo-bereber.gpx,hiking,Marruecos 2017,,,,,
../gpx/marruecos2017/2017-01-16_Ruta-de-las-cascadas.gpx,hiking,Marruecos 2017,,,,,
../gpx/marruecos2017/2017-01-21_Todra.gpx,hiking,Marruecos 2017,,,,,
../gpx/marruecos2017/2017-01-22_Skoura.gpx,hiking,Marruecos 2017,,,,,
../gpx/marruecos2017/2017-01-24_Marrakech.gpx,hiking,Marruecos 2017,,,,,
../gpx/marruecos2017/2017-01-20_Erg_Chegaga_vuelta.gpx,car,Marruecos 2017,,,,,
../gpx/marruecos2017/marruecos-ruta.gpx,car,Marruecos 2017,,,,,
../gpx/marruecos2017/2017-01-19_Mhamid_ida.gpx,car,,,,,,
../gpx/vietnam2017/2017-10-01_Bus-HCMC-Can-Tho.gpx,bus,Vietnam 2017,,,,,
../gpx/vietnam2017/2017-10-02_Can-Tho.gpx,boat,Vietnam 2017,,,,,
../gpx/vietnam2017/2017-10-03-Vuelo-HCMC-Danang.gpx,flight,Vietnam 2017,,,,,
../gpx/vietnam2017/2017-10-03-Taxi-Danang-Hoi-An.gpx,car,Vietnam 2017,,,,,
../gpx/vietnam2017/2017-10-03_My-Son.gpx,hiking,Vietnam 2017,,,,,
../gpx/vietnam2017/2017-10-05_Bus-Hoi-An-Hue.gpx,bus,Vietnam 2017,,,,,
../gpx/vietnam2017/2017-10-07_Tren-Hue-Dong-Hoi.gpx,train,Vietnam 2017,,,,,
../gpx/vietnam2017/2017-10-07_Bus-Dong-Hoi-Phong-Nha.gpx,bus,Vietnam 2017,,,,,
../gpx/vietnam2017/2017-10-07_Phong-Nha-Cave.gpx,hiking,Vietnam 2017,,,,,
../gpx/vietnam2017/2017-10-08_Jungle-Trekking.gpx,hiking,Vietnam 2017,,,,,
../gpx/vietnam2017/2017-10-08_Paradise-Cave.gpx,hiking,Vietnam 2017,,,,,
../gpx/vietnam2017/2017-10-09_Botanic-Garden.gpx,hiking,Vietnam 2017,,,,,
../gpx/vietnam2017/2017-10-09_Bucle-Phong-Nha-1.gpx,motorbike,Vietnam 2017,,,,,
../gpx/vietnam2017/2017-10-09_Bucle-Phong-Nha-2.gpx,motorbike,Vietnam 2017,,,,,
../gpx/vietnam2017/2017-10-10_Vuelo-Dong-Hoi-Hanoi.gpx,flight,Vietnam 2017,,,,,
../gpx/vietnam2017/2017-10-15_Ha-Noi.gpx,hiking,Vietnam 2017,,,,,
../gpx/vietnam2017/2017-10-13_Vuelo-Hanoi-Siem-Reap.gpx,flight,Vietnam 2017,,,,,
../gpx/vietnam2017/2017-10-12_Angkor.gpx,car,Vietnam 2017,,,,,
../gpx/vietnam2017/2017-10-13_Angkor-II.gpx,car,Vietnam 2017,,,,,
../gpx/vietnam2017/2017-10-14_Floating-Village.gpx,boat,Vietnam 2017,,,,,
../gpx/vietnam2017/2017-10-16_Bus-Hanoi-Mai-Chau.gpx,bus,Vietnam 2017,,,,,
../gpx/vietnam2017/2017-10-16_Trekking-Mai-Chau.gpx,hiking,Vietnam 2017,,,,,
../gpx/vietnam2017/2017-10-17_Cueva-1200-escalones.gpx,hiking,Vietnam 2017,,,,,
../gpx/vietnam2017/2017-10-18_Crucero-Ha-Long.gpx,boat,Vietnam 2017,,,,,
../gpx/vietnam2017/2017-10-19_Ti-Top.gpx,hiking,Vietnam 2017,,,,,
../gpx/vietnam2017/2017-10-20_Bus-Hanoi-Tam-Coc.gpx,bus,Vietnam 2017,,,,,
../gpx/vietnam2017/2017-10-20_Tam-Coc.gpx,boat,Vietnam 2017,,,,,
../gpx/lakedistrict2018/2018-04-28_Orrest-Head.gpx,hiking,Lake District 2018,,,,,
../gpx/lakedistrict2018/2018-04-29_Rydal-Cave.gpx,hiking,Lake District 2018,,,,,
